Person Name,VIAF ID,Aliases
Mr. Dering,,Mr. Dering
Mr. Dobbins,,Mr. Dobbins
Mr. Dandridge,,Mr. Dandridge
Mr. Doyly,,Mr. D'oyly
Mr. Dundasse,,Mr. Dundasse
Mr. Dunkin,,Mr. Dunkin
Mr. Edwin,,Mr. Edwin
Mr. Elbling,,Mr. Elbling
Mr. Faucett,,Mr. Faucett
Mr. Fawcett,,Mr. Fawcett
Mr. Foreman,,Mr. Foreman
Mr. Fowler,,Mr. Fowler
Mr. Francin,,Mr. Francin
Mr. Gelsthorpe,,Mr. Gelsthorpe
Mr. Gidley,,Mr. Gidley
Mr. Godfroy,,Mr. Godfroy Junr
Mr. Gordon,,Mr. Gordon
Mr. Gousset,,Mr. Gousett; Mr Gousset
Mr. Graham,,Mr. Graham Junr
Mr. Haines,,Mr. Haines
Mr. Halett,,Mr. Halett
Mrgburgh,,Mr. Hallingburgh
Mr. Hammond,,Mr. Hammond
Mr. Hanchet,,Mr. Hanchet
Mr. Hand,,Mr. Hand
Mr. Harris,,Mr. Harris
Mr. Hennepin,,Mr. Hennepin
Mr. Hill,,Mr. Hill
Mr. Hodson,,Mr. Hodson; Mr. Hodsun
Mr. Homberg,,Mr. Homberg
Mr. Hucks,,Mr. Hucks
Mr. Hughs,,Mr. Hughs; Mr. Hugh
Mr. Hunter,,Mr. Hunter
Mrntecary,,Mr. Hunter Apothecary
Mrefferson,,Mr. Jefferson
Mr. Jefferys,,Mr. Jefferys
Mrhecary,,Mr. Jenkins apothecary
Mr. Jacob Selo,,Mr. Jacob Selo
Mr. Joes,,Mr. Joes
Mriclift,,Mr. John Tunniclift
Mr. Jones,,Mr. Jones
Mr. Kenly,,Mr. Kenly
Mr. Kettle,,Mr. Kettle
Mr. Keysler,,Mr. Keysler
Mrmaid,,Mr. Knights cookmaid
Mr. Laurie,,Mr. Laurie
Mr. Launce,,Mr. Launce
Mr. Lawson,,Mr. Lawson
Mr Lenoy,,Mr. Lenoy
Mr. Lens,,Mr. Lens
Mr. Lewis,,Mr. Lewis
Mr Lisle,,Mr Lisle
Mrater,,Mr. Lloyd by Dr. Lavater
Mr. Lluid,,Mr. Lluid
Mr. Luly,,Mr. Luly
Mr. Lyncke,,Mr. Lyncke
Malou,,Mr. Malou
Mr. Manly,,Mr. Manly
Mr. Marlow,,Mr. Marlow
Mr. Marshall,,John Marshall; Mr. Marshall
Moses,,Marcus Moses
Mr. Martin,,Mr. Martin
Mr. Mason,,Mr. Mason
Mr. Masons,,Mr. Masons
Mr. Maynard,,Mr. Maynard
Mr. Midleton,,Mr. Midleton
Mr. Mitchell,,Mr. Mitchell
Mr. Moults,,Mr Moults; Mr. Moults
Mr. Munby,,Mr. Munby
Mr. Nadler,,Mr. Nadler
Mr. Ott,,Mr. Ott
Mr. Overshotts,,Mr. Overshotts
Mr. Paire,,Mr. Paire
Mr. Pate,,Mr. Pate
Mr. Paterson,,Mr. Paterson
Mr. Pinchbeck,,Mr. Pinchbeck
Mrms,,Mr. patrick Adams
Mr. Paul,,Mr. Paul
Mr. Pearte,,Mr. Pearte
Mrlerk,,Mr. Philip Clerk
Mr. Pierce,,Mr. Pierce
Mr. Pooly,,Mr. Pooly
Mr. Proby,,Mr. Proby
Mr. Pycolas,,Mr. Pycolas
Mr. Rickersey,,Mr. Rickersey
Mr. Robinson,,Mr. Robinson
Mr. Salvador,,Mr. Salvador
Mr. salvadore,,Mr. salvadore
Mrrown,,Mr. Samuel Brown; Mr. S. Br.
Mr. Sandys,,Mr. Sandys; Mr Sandys; Sandys
Mr Serocold,,Mr Serocold
Mr. Serocold,,Mr. Serocold
Mr. Simpson,,Mr. Simpson
Mrothecary,,Mr. Smith apothecary
Mr. Smith,,Mr. Smith
Mr. Souths,,Mr. Souths
Mr. Stanley,,Mr. Stanley
Mr. Staphorst,,Mr. Staphorst; Staphorst
Mr. Swymmer,,Mr. Swymmer
James Theobalds Esqr,51253882,James Theobalds Esqr; Theobalds; James Theobalds; Mr. Theobalds; Mr Theobalds
Mr. Thomas,,Mr. Thomas
Mr. Tibbalds,,Mr. Tibbalds
Mr. Tinsey,,Mr. Tinsey
Mr. Tookes,,Mr. Tookes
Mr Vander Elst,,Mr Vander Elst
Mr. Tuller,,Mr. Tuller
Mr. Verier,,Mr. Verier
Mr. Vernon,,Mr. Vernon
Mr. Villete,,Mr. Villete
Mr. Walpole,,Mr. Walpole
Mr. Wainwright,,Mr. Wainwright
Mr. Wild,,Mr. Wild
Mr. Wilsen,,Mr. Wilsen
Mr Wollfryes,,Mr Wollfryes
Mrrivener,,Mr. Woolrich Scrivener
Mr. Workhouse,,Mr. Workhouse
Henry Wynne,63906707,Mr. Wynne; Wynne
Christian Zincke,59009461,Mr. Zink
Mr. Bromfield,,Mr. Bromfield
Mrs Aesop,,Mrs Aesop; Mrs. Aesop
Mrs Astall,,Mrs Astall; Mrs. Astall
Mrs Bernard,,Mrs. Bernard
Mrs Blechynden,,Mrs Blechynden
Mrs Byde,,Mrs Byde; Mrs. Byde
Mrs Courten,,Mrs Courten; Mrs. Courten
Mrs Dering,,Mrs Dering; Mrs. Dering
Mrs Edwards,,Mrs Edwards; Mrs. Edwards
Mrs Fuller,,Mrs Fuller; Mrs. Fuller
Mrs Hayes,,Mrs. Hayes
Mrs Heathcote,,Mrs Heathcote; Mrs. Heathcote; Mrs Heathcotes; Mrs. Heathcotes
Mrs Hepheshebah Parker,,Mrs. Hepheshebah Parker
Mrs. Johanna Byron,,Mrs. Johanna Byron
Mrs Marshall,,Mrs Marshall; Mrs. Marshall
Mrs. Pritchard,,Mrs. Pritchard
Mrs Sadler,,Mrs Sadler; Mrs. Sadler
Mrs Shepherd,,Mrs Shepherd; Mrs. Shepherd
Mrs Smith,,Mrs Smith; Mrs. Smith
Mrs Steigertahl,,Mrs Steigertahl; Mrs. Steigertahl
Mrs. Thornburgh,,Mrs. A. Thornburgh
Mrs. Alsop,,Mrs. Alsop
Mrht,,Mrs. Anne Wright
Mrs. Anne Rose,,Mrs. Anne Rose
Mrs. Butlin,,Mrs. Butlin
Mrs. Darcy,,Mrs. Darcy
Mrs. Derring,,Mrs. Derring
Mrane,,Mrs. Ducane
Mrs. Humphrys,,Mrs. Humphrys
Mrs. May,,Mrs. May
Mrs. Palmer,,Mrs. Palmer
Mrs. Plummer,,Mrs. Plummer
Mrs. Roberts,,Mrs. Roberts
Mrs. Robinson,,Mrs. Robinson
MrsSS,,Mrs. S.
Mrs Sloane,,Mrs Sloane; Mrs. Sloane
Mrs Stephens,,Mrs. Stephens
Mrs. Trenchfield,,Mrs. Trenchfield
Mrs. Waters,,Mrs. Waters
Mrs. Willoughby,,Mrs. Willoughby
Mrs. Wooley,,Mrs. Wooley
Nathan Hickman,,Nathan Hickman
Nathanael Werry,,Nathanael Werry
Nathaniel Bartlet,,Nathaniel Bartlet
Nathaniel Bliss,,Nathaniel Bliss
Nicholas Bagenall,,Nicholas Bagenall
Nicholas Munckley,,Nicholas Munckley
Nicholas Slanning,,Nicholas Slanning
Nicholas Struyck,,Nicholas Struyck
Nicholas Stuart,,Nicholas Stuart
Nicolas Waites,,Nicolas Waites; Sr. Nicholas Waite; Sr Nicholas Waite; Sr. Nicolas Waite; Sr Nicolas Waite
Nicolgona,,Nicolo Alerbo d' Aragona
Nicolo Troni,,Nicolo Troni
Noah Thomas,,Noah Thomas
O.,,O.
Oldisworth,,Oldisworth
Oldsworth,,Oldsworth; Mr. Oldesworth; Oldesworth
Oliver Salusbury,,Oliver Salusbury
Oliver St John,,Oliver St John
Orlando Gee,,Orlando Gee
Other Hickman Windsor,,Other Hickman Windsor
Owen Salusbury Brereton,,Owen Salusbury Brereton
P Giffard,,P Giffard
P.,,P.
P. Joanni Baptistae Carbone,,P. Joanni Baptistae Carbone
Padre Boran,,Padre Boran
Paine,,Paine
Paul Buissiere,,Paul Buissiere
Paul Lucas,,Paul Lucas
Pedro Alonzo Guzman,,Pedro Alonzo Perez de Guzman
Peniston Boothe,,Peniston Boothe
Peregrine Hyde Osborne,,Peregrine Hyde Osborne
Pet. Alsop.,,Pet. Alsop.
Peter Burrell,,Peter Burrell
Peter Colleton,,Peter Colleton
Peter Courthope,,Peter Courthope
Peter Hardisway,,Peter Hardisway
Peter Kinck,,Peter Kinck
Peter Pett,,Peter Pett
Peter Wyche,,Peter Wyche
Pett,,Pett
Philemon Lloyd,,Philemon Lloyd
Philip Matthews,,Philip Matthews
Philip Packer,,Philip Packer
Philip Peck,,Philip Peck
Philip Percival,,Philip Percival
Philip Percivale,,Philip Percivale
Philip Richard Fremont,,Philip Richard Fremont
Philip Skippon,,Philip Skippon
Philip Sydenham,,Philip Sydenham
Philip van Swinden,,Philip van Swinden
Philippe Carteret,,Philippe Carteret
Phillip Cotton,,Phillip Cotton
Pierre de Falaiseau,,Pierre de Falaiseau
Pitt Letheullier,,Pitt Letheullier
Pl. Dicconson,,Pl. Dicconson
Ralph Freman,,Ralph Freman
Ralph Leicester,,Ralph Leicester
Ralph Lowndes,,Ralph Lowndes
Randal Macdonell,,Randal Macdonell
Reginald Prinsep,,Reginald Prinsep
Regnerus de Grieff,,Regnerus de Grieff
Rev. John Gaudy,,Rev. John Gaudy
Revd Dr. Bearcroft,,Revd : Dr. Bearcroft
Revd Mr Clark,,Revd Mr Clark
Revd Mr Scott,,Revd Mr Scott; Revd Mr. Scott
Revd. Dr. Shaw,,Revd. Dr. Shaw
Revd. Mr. Clerk,,Revd. Mr. Clerk
Reverend Mr. John Clarke,,Reverend Mr. John Clarke
Rice Charleton,,Rice Charleton
Richard Beard,,Richard Beard
Richard Beaumont,,Richard Beaumont
Richard Darnelly,,Richard Darnelly
Richard Edgcumbe,,Richard Edgcumbe
Richard Fitzwilliam,,Richard Fitzwilliam
Richard Ford,,Richard Ford
Richard Graham,,Richard Graham
Richard Grindall,,Richard Grindall
Richard Harris,,Richard Harris
Richard Hill Waring,,Richard Hill Waring
Richard Hoare,,Richard Hoare
Richard Lucas,,Richard Lucas
Richard Michell,,Richard Michell
Richard Middleton Massey,,Richard Middleton Massey; Richard Myddleton Massey; Dr Massy; Dr. Massey; Dr. Massy
Richard Molesworth,,Richard Molesworth
Richard Parry Price,,Richard Parry Price
Richard Poley,,Richard Poley
Richard Powle,,Richard Powle
Riley,,Riley
Robert Augustus Johnson,,Robert Augustus Johnson
Robert Balle,,Robert Balle
Robert Banks Hodgkinson,,Robert Banks Hodgkinson
Robert Barker,,Robert Barker
Robert Bertie,,Robert Bertie
Robert Boyle Walsingham,,Robert Boyle Walsingham
Robert Briggs,,Robert Briggs
Robert Cay,,Robert Cay
Robert Cotton,,Robert Cotton
Robert Gordon,,Robert Gordon
Robert Gray,,Robert Gray
Robert Hardwicke,,Robert Hardwicke
Robert Marsham,,Robert Marsham
Robert Mather,,Robert Mather
Robert More,,Robert More
Robert Paul,,Robert Paul
Robert Pye,,Robert Pye
Robert Raymond,,Robert Raymond
Robert Redding,,Robert Redding
Robert Saint Clair,,Robert Saint Clair
Robert Shippen,,Robert Shippen
Robert Smith,,Robert Smith
Robert Taylor,,Robert Taylor
Robert Tompson,,Robert Tompson
Robert Watson,,Robert Watson
Robert Weston,,Robert Weston
Roelof Diodati,,Roelof Diodati
Roger Bradshaigh,,Roger Bradshaigh
Roger Meredith,,Roger Meredith
Rose Fuller,,Rose Fuller
Rosindale Lloyd,,Rosindale Lloyd
Rowland Holt,,Rowland Holt
Rowland Winn,,Rowland Winn
Russell Robartes,,Russell Robartes
Ruysch,,Ruysch
S. Hill,,S. Hill
S.P Carswell,,S. P of Carswell
S.M. Wolters,,S.M. Wolters
Salvad.,,Salvad.
Salvador,,Salvador
Salvadore,,Salvadore
Samuel Brewer,,Samuel Brewer
Samuel Browne,,Samuel Browne
Samuel Christian Hollman,,Samuel Christian Hollman
Samuel Colepresse,,Samuel Colepresse
Samuel Cruwys,,Samuel Cruwys
Samuel Doody,,Samuel Doody
Samuel Dyer,,Samuel Dyer
Samuel Prime,,Samuel Prime
Samuel Reynardson,,Samuel Reynardson
Samuel Tufnell,,Samuel Tufnell
Samuel Wells Thomson,,Samuel Wells Thomson
Sara Gyllenborg,,Sara Gyllenborg
Sarah Lennox,,Sarah Lennox
SB.,,SB.
Shallet Turner,,Shallet Turner
Sidney Stafford Smythe,,Sidney Stafford Smythe
Mr. Silvanus Bevan,,Mr. Silvanus Bevan
Silvanus Bevan,,Silvanus Bevan
Sophia Howe,,Sophia Howe
Sr. Monti,,Sr. Monti
Sr. Tho. Millington,,Sr. Tho. Millington
Stephanus Evodius Assemanni,,Stephanus Evodius Assemanni
Stephen Horseman,,Stephen Horseman
Stephen Williams,,Stephen Williams
Sir Griffith Williams,,Sir Griffith Williams; Sr. Griffith Wms
Sr George Rook,8790598,Sr. George Rook
St Severan,,St Severan
T Dackett,,T Dackett; TDackett
Talbot Yelverton,,Talbot Yelverton
Theobald,,Theobald
Theodore de Vaux,,Theodore de Vaux
Thomas Adams,,Thomas Adams
Thomas Anguish,,Thomas Anguish
Thomas Bacon,,Thomas Bacon
Thomas Bromfield,,Thomas Bromfield
Thomas Bromsall,,Thomas Bromsall
Thomas Brownee,,Thomas Browne
Thomas Bury,,Thomas Bury
Thomas Compton,,Thomas Compton
Thomas Day,,Thomas Day
Thomas Desaguliers,,Thomas Desaguliers
Thomas Drury,,Thomas Drury
Thomas Dummer,,Thomas Dummer
Thomas Farrer,,Thomas Farrer
Thomas Foley,,Thomas Foley
Thomas Francis Wenman,,Thomas Francis Wenman
Thomas Frankland,,Thomas Frankland
Thomas Franks,,Thomas Franks
Thomas Heberden,,Thomas Heberden
Thomas Hobbs,,Thomas Hobbs
Thomas Hodges,,Thomas Hodges
Thomas Hunt,,Thomas Hunt
Thomas Hunter,,Thomas Hunter
Thomas Lake,,Thomas Lake
Thomas Lee Dummer,,Thomas Lee Dummer
Thomas Lower,,Thomas Lower
Thomas Lufkin,,Thomas Lufkin
Thomas Paine,,Thomas Paine
Thomas Palmer,,Thomas Palmer
Thomas Pigot,,Thomas Pigot
Thomas Roby,,Thomas Roby
Thomas Rolt,,Thomas Rolt
Thomas Rutherford,,Thomas Rutherford
Thomas Sprat,,Thomas Sprat
Thomas Townshend,,Thomas Townshend
Thomas Trevor,,Thomas Trevor
Thomas Tufton,,Thomas Tufton
Thomas Uvedale,,Thomas Uvedale
Thomas Walker,,Thomas Walker
Thomas Watkins,,Thomas Watkins
Thomas White,,Thomas White
Thomas Wilbraham,,Thomas Wilbraham
Thomas Willoughby,,Thomas Willoughby
Thomas Winder,,Thomas Winder
Thomas Wood,,Thomas Wood
Thomas Wren,,Thomas Wren
Thomas Yeoman,,Thomas Yeoman
Tommaso Del Bene,,Tommaso Del Bene
Valdius Dathirius Bonglarus,,Valdius Dathirius Bonglarus
Victor Beaufort Vabres de Fresars,,Victor Beaufort Vabres de Fresars
Victor Ferguson,,Victor Ferguson
Vincent Pucci,,Vincent Pucci
Vincenzo Viviani,,Vincenzo Viviani
Vital de Dumas,,Vital de Dumas
W.M Hay,,W.M Hay
Wade Toby Caulfeild,,Wade Toby Caulfeild
Waldo f. S. G.,,Waldo f. S. G.
Walter Clavell,,Walter Clavell
Walter Jeffreys,,Walter Jeffreys
Walter Mills,,Walter Mills
Walter Tullideph,,Walter Tullideph
Washington Shirley,,Washington Shirley
West Fenton,,West Fenton
Wilfrid Lawson,,Wilfrid Lawson
Wilhelm Van Vrijberge,,Wilhelm Van Vrijberge
William Allix,,William Allix
William Balle,,William Balle
William Barrowby,,William Barrowby
William Beauvoir,,William Beauvoir
William Bouverie,,William Bouverie
William Brakenridge,,William Brakenridge
William Bridges,,William Bridges
William Clavering Cowper,,William Clavering Cowper
William Clayton,,William Clayton
William Coventry,,William Coventry
William Dixon,,William Dixon
William Duncan,,William Duncan
William East,,William East
William Egerton,,William Egerton
William Ellis,,William Ellis; Wm. Ellis Esqr
Wissen,,Wissen
William Fellowes,,William Fellowes
William Fitzherbert,,William Fitzherbert
William Folkes,,William Folkes
William Hayward,,William Hayward
William Hussey,,William Hussey
William James,,William James
William Le Hunt,,William Le Hunt
William Lock,,William Lock
William Matthias Stafford-Howard,,William Matthias Stafford-Howard
William Neile,,William Neile
William Northey,,William Northey
William Pead,,William Pead
William Perry,,William Perry
William Portman,,William Portman
William Price,,William Price
William Quatremain,,William Quatremain
William Rose,,William Rose
William Sloane,,William Sloane
William Talbot,,William Talbot
William Tempest,,William Tempest
William Vernon,,William Vernon
William Western,,William Western
William Young,,William Young
Wriothesley Russell,2836153653240655900000,Wriothesley Russell
Vanzoon,,Vanzoon
Franciscus Mercurius van Vanhelmont,46244,Fran: Mercur. Vanhelmont; Franciscus Mercurius van Vanhelmont
Mr Fortrey,,Mr Fortrey
Lady Coply,,Lady Coply
Lady Kent,,Lady Kent
John Morse,,John Morse
Lord Abbingdon,,Lord Abbingdon
Lord Fermanaugh,,Lord Fermanaugh
Robert Child,,Robert Child
Lord Westmoreland,,Lord Westmoreland
Mark Annesly,,Mark Annesly
Nicholas Garret,,Nicholas Garret
Lady Garrard,,Lady Garrard
Elizabeth Cadogan,,My daughter Cadogan
my neice Sloane,,my neice Sloane
Lady Denbigh,,Lady Denbigh
Mr Cowland,,Mr Cowland
B. Godfrey,,Mr B. Godfrey
Edmund Berry Godfrey,27953920,Sr. Ed. Bury- Godfrey
Francois Louis de Bourbon,56600587,"Francois Louis de Bourbon Prince de Conly, prince du Sang; Conty, Fran Louis de Bourb. ""Pr. de."
Mr Flitcroft,,Mr Flitcroft
Mr Thornton,,Mr Thornton; Thornton
Sultan of Jamby,,Sultan of Jamby
Mr Belcher,,Mr Belcher
Dr Nisbet,,Dr Nisbet
Mr Parrot,,Mr Parrot
Mr Dumbar,,Mr Dumbar
Lord Willoughby,,Lord Willoughby
Mr John Hawkins,,Mr John Hawkins
Edward Hawkins,61534328,Mr. Hawkins
Mr. Jo. Hawkins,,Mr. Jo. Hawkins
Mr Ashworth,,Mr Ashworth; Mr. Ashwort
William Gifford,,William Gifford
Mrs Howland,,Mrs Howland
Mr Pearle,,Mr Pearle
Dr Foot,,Dr Foot
Mr Sherman,,Mr Sherman
Mr Pulleyn,,Mr Pulleyn
Earl of Abbington,,Earl of Abbington
Rob. Coudron Esq,,Rob. Coudron Esq
lady Herbert,,lady Herbert
Mr Afflick,,Mr Afflick
Mr Chiselden,,Mr Chiselden
Mr Tanner,,Mr Tanner
Dr Tailor,,Dr Tailor
Dr Wellwood,,Dr Wellwood
Dr Wadsworth,,Dr Wadsworth
Mr Suply,,Mr Suply
Mr Vanhusse,,Mr Vanhusse
Mr Vanhulse,,Mr Vanhulse; Mr. Vanhulse
Dr McKenzie,,Dr McKenzie; Dr M Kenzie
Mr Dillingham,,Mr Dillingham
Frederick William King of Prussia,27862866,King of Prussia; Frid. 3. k. of Prussia
Mr Gruntzman,,Mr Gruntzman
Lady Walpole,,Lady Walpole
Dr Dartiknave,,Dr Dartiknave
Dr Sarmento,,Dr Sarmento
Lady Diana Fielding,,Lady Diana Fielding
Dr Schenden,,Dr Schenden
Dr Mowbray,,Dr Mowbray
Mr Parne,,Mr Parne
Mr Thomas Mason,,Mr Thomas Mason
Mr Leneve,,Mr Leneve; Mr. Leneve
Mr Sarrow,,Mr Sarrow
David Crawford,,David Crawford
